Rank,Name,Genre,Global_Sales,Tier_Sale
634,Need for Speed Carbon: Own the City,7,2.44,1
635,The Sims: Bustin' Out,10,2.43,1
636,Riven: The Sequel to Myst,2,2.43,1
637,Tom Clancy's Rainbow Six: Vegas 2,9,2.42,1
638,Sonic Adventure,5,2.42,1
639,Ice Hockey,11,2.42,1
640,pro evolution soccer 2011,11,2.42,1
641,Dragon Ball Z: Budokai 2,3,2.41,1
642,ATV Offroad Fury,7,2.41,1
643,Dino Crisis,1,2.41,1
644,Minecraft,4,2.41,1
645,Need for Speed: ProStreet,7,2.41,1
646,Madden NFL 16,11,2.4,1
647,Tetris Plus,6,2.4,1
648,Pro Wrestling,3,2.4,1
649,Theme Hospital,12,2.4,1
650,Frogger's Adventures: Temple of the Frog,2,2.39,1
651,Need for Speed (2015),7,2.39,1
652,Zumba Fitness,11,2.39,1
653,LEGO Indiana Jones: The Original Adventures,1,2.39,1
655,Monopoly,4,2.39,1
656,Batman: Arkham Origins,1,2.39,1
657,Dead Island,1,2.39,1
658,Guitar Hero,4,2.38,1
659,LEGO Star Wars: The Complete Saga,1,2.38,1
660,Kinect: Disneyland Adventures,4,2.38,1
661,WCW/nWo Revenge,3,2.38,1
662,Bloodborne,1,2.38,1
663,NBA 2K15,11,2.38,1
664,Madden NFL 11,11,2.38,1
665,Yu-Gi-Oh! The Duelists of the Roses,4,2.38,1
666,Madden NFL 08,11,2.37,1
667,Half-Life 2,9,2.37,1
668,The Incredibles,1,2.37,1
669,Tony Hawk's Underground 2,11,2.37,1
670,Madden NFL 10,11,2.37,1
671,Kinect Sports: Season Two,11,2.36,1
672,Kirby's Dream Land 2,5,2.36,1
673,LEGO Harry Potter: Years 1-4,1,2.35,1
674,Donkey Kong Land II,5,2.35,1
675,Dragon Warrior Monsters,8,2.35,1
676,Midnight Club: Los Angeles,7,2.35,1
677,Skylanders SWAP Force,5,2.34,1
678,WWE SmackDown vs Raw 2008,3,2.34,1
679,My Fitness Coach,11,2.34,1
680,Resident Evil - Code: Veronica X,1,2.34,1
681,The Sims 3,10,2.33,1
682,The Legend of Zelda: Majora's Mask 3D,1,2.32,1
683,NBA 2K16,11,2.32,1
684,Just Dance Kids,4,2.32,1
685,Mario Tennis,11,2.32,1
686,Grand Theft Auto,1,2.32,1
687,James Bond 007: Everything or Nothing,9,2.31,1
688,WarioWare Touched!,6,2.31,1
689,Need For Speed: High Stakes,7,2.31,1
690,Chrono Trigger,8,2.31,1
691,Cool Boarders 3,11,2.31,1
692,LEGO Marvel Super Heroes,1,2.3,1
693,Guild Wars 2,1,2.3,1
694,Pokemon Ranger: Shadows of Almia,8,2.3,1
695,Dead Island,1,2.29,1
696,Tomb Raider II,1,2.29,1
697,God of War: Ascension,1,2.29,1
698,Need for Speed Underground 2,7,2.28,1
699,Pro Evolution Soccer 2010,11,2.28,1
700,Just Dance 2015,4,2.28,1
701,Yokai Watch Busters,1,2.28,1
702,Mario Bros.,5,2.28,1
703,FIFA Soccer 09,11,2.28,1
704,Star Wars: The Force Unleashed,1,2.28,1
705,Borderlands 2,9,2.28,1
706,TOCA Touring Car Championship,7,2.28,1
707,Paper Mario: Sticker Star,8,2.27,1
708,Sonic's Ultimate Genesis Collection,4,2.27,1
709,Super Monkey Ball: Banana Blitz,4,2.27,1
710,Kirby: Nightmare in Dream Land,5,2.27,1
711,Wario Land 4,5,2.26,1
712,Guitar Hero III: Legends of Rock,4,2.26,1
713,Call of Duty 3,9,2.26,1
714,Resident Evil 4,1,2.26,1
715,Minecraft,4,2.25,1
716,Onimusha 2: Samurai's Destiny,2,2.25,1
717,Cool Boarders 2,11,2.25,1
718,Paper Mario: The Thousand-Year Door,8,2.25,1
719,Madden NFL 12,11,2.25,1
720,Monster Hunter Tri,8,2.25,1
721,Dissidia: Final Fantasy,3,2.25,1
722,Sonic Advance,5,2.24,1
723,Spyro: Season of Ice,5,2.23,1
724,Teenage Mutant Ninja Turtles II: The Arcade Game,1,2.23,1
725,LEGO Indiana Jones: The Original Adventures,1,2.23,1
726,Dance Dance Revolution X2,10,2.23,1
727,New Super Luigi U,5,2.22,1
728,Prince of Persia: The Sands of Time,1,2.22,1
729,Scribblenauts,6,2.22,1
730,The Legend of Zelda: Link's Awakening DX,2,2.22,1
731,Need for Speed: Hot Pursuit,7,2.22,1
732,BioShock 2,9,2.21,1
733,Assassin's Creed IV: Black Flag,1,2.21,1
734,Devil May Cry 3: Dante's Awakening Special Edition,1,2.21,1
735,Rock Band 2,4,2.2,1
736,Frogger,1,2.2,1
737,Guitar Hero II,4,2.2,1
738,Wario Land 3,5,2.2,1
739,Pro Yakyuu Family Stadium,11,2.2,1
740,Sonic Unleashed,5,2.2,1
741,High School Musical: Makin' the Cut!,6,2.2,1
742,Pro Evolution Soccer 2012,1,2.19,1
743,Saints Row,1,2.19,1
744,Star Wars: Knights of the Old Republic,8,2.19,1
745,Kirby's Pinball Land,4,2.19,1
746,Donkey Kong Country,5,2.19,1
747,Hitman: Absolution,1,2.19,1
748,Yu-Gi-Oh: Duel Monsters 4,8,2.18,1
749,ATV Offroad Fury 2,7,2.18,1
750,Forza Motorsport 5,7,2.18,1
751,Madden NFL 25,11,2.18,1
752,Pokemon Ranger,8,2.18,1
753,Mario & Luigi: Superstar Saga,8,2.17,1
754,Final Fantasy XIII,8,2.17,1
755,Star Wars: Rogue Squadron,10,2.17,1
756,Tennis,11,2.17,1
757,The Sims: House Party,10,2.16,1
758,Your Shape featuring Jenny McCarthy,11,2.16,1
759,Syphon Filter 2,9,2.15,1
760,Tom Clancy's Rainbow Six: Siege,9,2.15,1
761,Volleyball,11,2.15,1
762,FIFA 15,11,2.15,1
763,Call of Duty: Roads to Victory,9,2.14,1
764,Super Mario RPG: Legend of the Seven Stars,8,2.14,1
765,Mahjong,4,2.14,1
766,R.C. Pro-Am,7,2.14,1
767,SimCity 2000,10,2.14,1
768,Demon Attack,9,2.13,1
769,Dance Dance Revolution Extreme,10,2.13,1
770,Tetris DS,6,2.13,1
771,Final Fantasy Tactics Advance,8,2.13,1
772,Far Cry: Primal,1,2.13,1
773,Toy Story 3: The Video Game,1,2.12,1
774,Final Fantasy III,8,2.12,1
775,Kirby's Epic Yarn,5,2.12,1
776,Project Gotham Racing,7,2.12,1
777,Golf,11,2.12,1
778,NBA 2K12,11,2.11,1
779,Borderlands,9,2.11,1
780,Tony Hawk's Pro Skater,11,2.11,1
781,PES 2009: Pro Evolution Soccer,11,2.11,1
782,Need for Speed: Hot Pursuit 2,7,2.11,1
783,Mario Sports Mix,11,2.11,1
784,Rock Band,4,2.11,1
785,Dynasty Warriors 4,1,2.11,1
786,Mortal Kombat,3,2.11,1
787,Parasite Eve,8,2.1,1
788,Scooby-Doo! Night of 100 Frights,5,2.1,1
789,Project Gotham Racing (JP weekly sales),1,2.1,1
790,Need for Speed: Most Wanted 5-1-0,7,2.1,1
791,Portal 2,9,2.1,1
792,Devil May Cry 3: Dante's Awakening,1,2.09,1
793,Derby Stallion,11,2.09,1
794,Dead Rising,1,2.09,1
795,Finding Nemo,1,2.09,1
796,NBA 2K11,1,2.09,1
797,Wipeout: The Game,4,2.09,1
798,The Sims 2: Pets,10,2.09,1
799,Battlefield: Hardline,9,2.09,1
800,Metal Gear Solid: Peace Walker,1,2.09,1
801,World of Warcraft: Cataclysm,8,2.08,1
802,Tetris Worlds,6,2.08,1
803,Need For Speed: Undercover,7,2.08,1
804,Dance Dance Revolution: Hottest Party,10,2.08,1
805,Mario Party 5,4,2.08,1
806,Ghostbusters: The Video Game (DS Version),1,2.08,1
807,Sim Theme Park,12,2.08,1
808,Warcraft: Orcs & Humans,12,2.08,1
809,Skate 3,11,2.08,1
810,Spec Ops: Airborne Commando,9,2.07,1
811,Kingdom Hearts: Birth by Sleep,8,2.07,1
812,UFC 2009 Undisputed,3,2.07,1
813,Dark Souls,8,2.07,1
814,Yu-Gi-Oh! The Eternal Duelist Soul,12,2.07,1
815,Need for Speed: ProStreet,7,2.06,1
816,The Sims 3,10,2.06,1
817,Tom Clancy's Splinter Cell: Conviction,1,2.06,1
818,Pokemon Mystery Dungeon: Red/Blue Rescue Team,8,2.06,1
819,The Incredibles,1,2.06,1
820,R4: Ridge Racer Type 4,7,2.06,1
821,SoulCalibur II,3,2.06,1
822,Mario & Luigi: Dream Team,8,2.06,1
823,Need for Speed: ProStreet,7,2.05,1
824,Carnival Games,4,2.05,1
825,NBA 2K14,11,2.05,1
826,PokÃ©mon Mystery Dungeon: Blue Rescue Team,8,2.05,1
827,Sonic Mega Collection,4,2.05,1
828,Diablo III,8,2.05,1
829,NBA Jam,11,2.05,1
830,PGR4 - Project Gotham Racing 4,7,2.05,1
831,Kingdom Hearts 358/2 Days,8,2.04,1
832,Dance Central 2,4,2.04,1
833,Rayman Raving Rabbids: TV Party,4,2.04,1
834,SOCOM: U.S. Navy SEALs: Combined Assault,9,2.04,1
835,Peter Jackson's King Kong: The Official Game of the Movie,1,2.04,1
836,Donkey Kong Country,5,2.04,1
837,Need for Speed: The Run,1,2.04,1
838,Madden NFL 15,11,2.03,1
839,1080Â°: TenEighty Snowboarding,11,2.03,1
840,Just Dance 3,4,2.03,1
841,NBA Live 2004,11,2.03,1
842,Dead Space,1,2.02,1
843,Call of Duty 2,9,2.02,1
844,Madden NFL 15,11,2.02,1
845,Forza Horizon,7,2.02,1
846,TouchMaster,6,2.01,1
847,Tom Clancy's The Division,9,2.01,1
848,LEGO Marvel Super Heroes,1,2,1
849,Fire Emblem: Awakening,8,2,1
850,DriveClub,7,2,1
851,Super Street Fighter II,3,2,1
852,Mortal Kombat vs. DC Universe,3,2,1
853,Tenchu: Stealth Assassins,1,1.99,1
854,Tennis,11,1.99,1
855,Harry Potter and the Chamber of Secrets,1,1.99,1
856,Harry Potter and the Chamber of Secrets,1,1.98,1
857,SimCity,10,1.98,1
858,Battlefield 4,9,1.98,1
859,Resident Evil 6,9,1.98,1
860,Dragon Age: Inquisition,8,1.97,1
861,Sonic Classic Collection,5,1.97,1
862,Spyro: Enter the Dragonfly,5,1.97,1
863,Call of Duty: World at War,9,1.97,1
864,Devil May Cry 2,1,1.97,1
865,Burnout Paradise,7,1.97,1
866,E.T.: The Extra Terrestrial,1,1.97,1
867,BioShock Infinite,9,1.96,1
868,Hot Shots Golf: Open Tee,11,1.96,1
869,Rad Racer,7,1.96,1
870,Soccer,11,1.96,1
871,Kirby Squeak Squad,5,1.96,1
872,Tom Clancy's Rainbow Six: Vegas,9,1.96,1
873,Destiny,9,1.95,1
874,Crash Nitro Kart,7,1.95,1
875,Grand Theft Auto: San Andreas,1,1.95,1
876,Star Wars: Dark Forces,9,1.95,1
877,NBA Street Vol. 2,11,1.95,1
878,Def Jam Vendetta,3,1.94,1
879,FIFA Soccer 09,11,1.94,1
880,Who wants to be a millionaire,4,1.94,1
881,Scooby Doo and the Cyber Chase,2,1.94,1
882,Alleyway,6,1.94,1
883,Dragon Ball Z: Budokai 3,3,1.94,1
884,Jet Moto 2,7,1.94,1
885,Tom Clancy's Ghost Recon,9,1.94,1
886,X-Men Legends,8,1.93,1
887,Batman: Arkham Origins,1,1.93,1
888,Guitar Hero: World Tour,4,1.93,1
889,Mortal Kombat II,3,1.93,1
890,Virtua Fighter 2,3,1.93,1
891,Tetris DX,6,1.93,1
892,Mortal Kombat vs. DC Universe,3,1.93,1
893,Watch Dogs,1,1.93,1
894,Mario Super Sluggers,11,1.93,1
895,Tomb Raider (2013),1,1.92,1
896,The Legend of Zelda: Oracle of Ages,1,1.92,1
897,Need for Speed: Shift,7,1.92,1
898,Monopoly,4,1.92,1
899,Red Faction,9,1.92,1
900,The Sims: Makin' Magic,10,1.92,1
901,MX Unleashed,7,1.92,1
902,PaRappa The Rapper,4,1.92,1
903,Toy Story Mania!,4,1.92,1
904,Mario Party 3,4,1.91,1
905,Star Wars: The Force Unleashed,1,1.91,1
906,Game Party 2,4,1.91,1
907,Destiny: The Taken King,9,1.91,1
908,LEGO Star Wars III: The Clone Wars,1,1.91,1
909,Star Wars Rogue Leader: Rogue Squadron II,10,1.9,1
910,Max Payne 3,9,1.9,1
911,Need for Speed Rivals,7,1.89,1
912,Madden NFL 09,11,1.89,1
913,Yokai Watch,8,1.89,1
914,Ratchet & Clank Future: A Crack in Time,5,1.88,1
915,Yu-Gi-Oh! Forbidden Memories,8,1.88,1
916,Mortal Kombat: Deception,3,1.88,1
917,Hot Shots Golf 2,11,1.88,1
918,Medal of Honor: European Assault (All Region sales),9,1.88,1
919,WCW Nitro,3,1.88,1
920,High School Musical: Sing It!,4,1.87,1
921,Star Fox Adventures,2,1.87,1
922,FIFA 2000,11,1.87,1
923,Dynasty Warriors 3,1,1.87,1
924,Donkey Kong Country Returns,5,1.87,1
925,The Legend of Zelda: Oracle of Seasons,2,1.86,1
926,Madden NFL 06,11,1.86,1
927,Shrek 2,5,1.86,1
928,The Legend of Dragoon,8,1.86,1
929,Turok 2: Seeds of Evil,5,1.86,1
930,SingStar,4,1.86,1
931,LittleBigPlanet 3,5,1.86,1
932,NBA Live 2002,11,1.86,1
933,Phineas and Ferb,1,1.86,1
934,Chrono Cross,8,1.86,1
935,GoldenEye 007 (2010),1,1.86,1
936,Mario Party: Island Tour,4,1.85,1
937,Jak 3,5,1.85,1
938,Rayman Raving Rabbids 2,4,1.85,1
939,Kingdom Hearts: Chain of Memories,8,1.85,1
940,Pinball,1,1.85,1
941,inFAMOUS 2,1,1.85,1
942,Gran Turismo Concept 2001 Tokyo,7,1.84,1
943,Demon's Souls,8,1.84,1
944,NCAA Football 06,11,1.84,1
945,"Hey You, Pikachu!",10,1.83,1
946,2 Games in 1: Sonic Advance & ChuChu Rocket!,4,1.83,1
947,World of Warcraft: Mists of Pandaria,8,1.83,1
948,Jet Moto,7,1.83,1
949,Just Cause 3,1,1.83,1
950,Secret of Mana,8,1.83,1
951,The Orange Box,9,1.83,1
952,Air Combat,10,1.83,1
953,Kirby: Triple Deluxe,5,1.82,1
954,Sonic & Knuckles,5,1.82,1
955,Namco Museum,4,1.82,1
956,The Sims: Hot Date,10,1.82,1
957,Metroid Prime 3: Corruption,9,1.82,1
958,Dragon Quest VI: Realms of Revelation,8,1.81,1
959,The Evil Within,1,1.81,1
960,DDRMAX2: Dance Dance Revolution,10,1.81,1
961,Crazy Taxi,7,1.81,1
962,Virtua Fighter 4,3,1.81,1
963,Sly 2: Band of Thieves,5,1.81,1
964,Guitar Hero: World Tour,4,1.8,1
965,Sonic Advance 2,5,1.8,1
966,Madden NFL 07,11,1.8,1
967,NBA 2K11,1,1.8,1
968,NFL GameDay 2000,11,1.8,1
969,Call of Duty: Black Ops 3,9,1.79,1
970,Disney's The Lion King,5,1.79,1
971,Beyond: Two Souls,2,1.79,1
972,Kinect Star Wars,1,1.78,1
973,Midnight Club II,7,1.78,1
974,Dragon Quest Monsters: Joker,8,1.78,1
975,SpongeBob SquarePants: SuperSponge,1,1.78,1
976,The Getaway: Black Monday,1,1.78,1
977,Professor Layton and the Mask of Miracle,6,1.78,1
978,Just Cause 2,1,1.78,1
979,Dragon's Dogma,8,1.78,1
980,The Legend of Zelda: The Wind Waker,1,1.77,1
981,50 Cent: Bulletproof,1,1.77,1
982,High School Musical: Sing It!,4,1.77,1
983,Wii Party U,4,1.77,1
984,Madden NFL 25,11,1.77,1
985,Final Fantasy II,8,1.77,1
986,Kirby 64: The Crystal Shards,5,1.77,1
987,Dead or Alive 3,3,1.77,1
988,UFC 2009 Undisputed,3,1.77,1
989,Metroid II: Return of Samus,2,1.76,1
990,WWF Attitude,3,1.76,1
991,The SpongeBob SquarePants Movie,5,1.76,1
992,Golden Sun,8,1.76,1
993,Sonic the Hedgehog 3,5,1.76,1
994,Kid Icarus,5,1.76,1
995,Def Jam: Fight for NY,3,1.76,1
996,Tom Clancy's Ghost Recon,9,1.76,1
997,State of Emergency,1,1.76,1
998,BioShock Infinite,9,1.76,1
999,Hitman: Absolution,1,1.76,1
1000,2 Games in 1 Double Pack: The Incredibles / Finding Nemo: The Continuing Adventures,1,1.76,1
1001,Call of Duty: Black Ops 3,9,1.76,1
1002,The Urbz: Sims in the City,10,1.76,1
1003,FIFA Soccer 08,11,1.76,1
1004,Star Wars: Starfighter,10,1.76,1
1005,Madden NFL 2000,11,1.75,1
1006,Kingdom Hearts,8,1.75,1
1007,Star Wars: Battlefront,9,1.75,1
1008,Pro Evolution Soccer,11,1.75,1
1009,Crackdown,9,1.75,1
1010,Yoshi,6,1.75,1
1011,Disney's Aladdin,5,1.75,1
1012,Kirby's Adventure,5,1.75,1
1013,Cooking Mama 3: Shop & Chop,10,1.75,1
1014,Dance Dance Revolution X,10,1.75,1
1015,2 Games in 1: Disney Princess & The Lion King,4,1.75,1
1016,Star Wars Episode I: The Phantom Menace,2,1.74,1
1017,Xenosaga Episode I: Der Wille zur Macht,8,1.74,1
1018,Portal 2,9,1.74,1
1019,The Beatles: Rock Band,4,1.74,1
1020,Forza Motorsport 6,7,1.74,1
1021,Sonic Colors,5,1.74,1
1022,Cruis'n USA,7,1.74,1
1023,Madden NFL 99,11,1.74,1
1024,Diablo III,8,1.74,1
1025,Uncharted: Golden Abyss,9,1.74,1
1026,Destiny,9,1.73,1
1027,SSX Tricky,11,1.73,1
1028,Overwatch,9,1.73,1
1029,Twisted Metal III,1,1.73,1
1030,Harry Potter and the Sorcerer's Stone,1,1.73,1
1031,Disney Infinity,1,1.73,1
1032,Crash Bandicoot: The Huge Adventure,5,1.73,1
1033,Dishonored,1,1.73,1
1034,Rockstar Games Double Pack: Grand Theft Auto III & Grand Theft Auto Vice City,1,1.72,1
1035,The Order: 1886,9,1.72,1
1036,The Elder Scrolls Online,8,1.72,1
1037,Call of Duty: World at War Final Fronts,9,1.72,1
1038,Imagine: Teacher,10,1.72,1
1039,Call of Duty: Modern Warfare 3,9,1.72,1
1040,Madden NFL 2005,11,1.72,1
1041,Star Ocean: Till The End of Time,8,1.72,1
1042,The Sims 3: Late Night Expansion Pack,10,1.71,1
1043,Game Party 3,6,1.71,1
1044,Toy Story 2: Buzz Lightyear to the Rescue!,5,1.71,1
1045,Deal or No Deal,4,1.71,1
1046,Ace Combat 5: The Unsung War,10,1.71,1
1047,Need for Speed Underground,7,1.71,1
1048,Kanshuu Nippon Joushikiryoku Kentei Kyoukai: Imasara Hito ni wa Kikenai Otona no Joushikiryoku Training DS,4,1.71,1
1049,Tetris Worlds,6,1.71,1
1050,Cabela's Big Game Hunter 2010,11,1.7,1
1051,The Crew,7,1.7,1
1052,FIFA Soccer 10,11,1.7,1
1053,We Ski,11,1.7,1
1054,Personal Trainer: Math,6,1.7,1
1055,Kirby's Return to Dreamland,5,1.7,1
1056,Super Puyo Puyo,6,1.7,1
1057,Ben 10: Protector of Earth,1,1.7,1
1058,NCAA Football 07,11,1.7,1
1059,SOCOM 3: U.S. Navy SEALs,9,1.69,1
1060,NBA 2K15,11,1.69,1
1061,Saints Row 2,1,1.69,1
1062,Saints Row IV,1,1.69,1
1063,Jampack Winter '99,4,1.69,1
1064,Dragon Age: Origins,8,1.69,1
1065,FIFA 16,11,1.69,1
1066,WCW vs. nWo: World Tour,3,1.69,1
1067,WCW/NWO Thunder,3,1.69,1
1068,Harry Potter and the Sorcerer's Stone,1,1.69,1
1069,Need For Speed: Undercover,7,1.69,1
1070,Dragon Ball Z: The Legacy of Goku,8,1.69,1
1071,Sid Meier's Civilization V,12,1.69,1
1072,Resident Evil 4,1,1.69,1
1073,Call of Duty Black Ops: Declassified,1,1.69,1
1074,Star Wars Battlefront: Renegade Squadron,9,1.68,1
1075,World Championship Poker: Featuring Howard Lederer - All In,4,1.68,1
1076,NFL GameDay 98,11,1.68,1
1077,LEGO Batman 2: DC Super Heroes,1,1.68,1
1078,Yoshi's Cookie,6,1.68,1
1079,Time Crisis,9,1.68,1
1080,The Sims: Superstar,10,1.68,1
1081,Star Wars The Clone Wars: Lightsaber Duels,1,1.68,1
1082,MySims,10,1.68,1
1083,Metroid Fusion,1,1.68,1
1084,Shaun White Snowboarding: Road Trip,11,1.67,1
1085,SSX 3,11,1.67,1
1086,Big Beach Sports,11,1.67,1
1087,Madden NFL 2001,11,1.67,1
1088,Fight Night Round 3,3,1.67,1
1089,Knack,5,1.67,1
1090,Star Wars: Battlefront II,9,1.67,1
1091,Disney's DuckTales,5,1.67,1
1092,Tony Hawk's Pro Skater 3,11,1.67,1
1093,"Monsters, Inc.",2,1.67,1
1094,StarCraft II: Heart of the Swarm,12,1.67,1
1095,PGR: Project Gotham Racing 2,7,1.67,1
1096,Spy Hunter,7,1.67,1
1097,NCAA Football 2004,11,1.67,1
1098,SpongeBob SquarePants: Battle for Bikini Bottom,5,1.67,1
1099,Dying Light,1,1.66,1
1100,Heavenly Sword,1,1.66,1
1101,Street Fighter II': Special Champion Edition,3,1.66,1
1102,SSX,11,1.66,1
1103,Max Payne 3,9,1.66,1
1104,NBA Ballers,11,1.66,1
1105,Need for Speed Carbon,7,1.66,1
1106,NBA Live 2003,11,1.66,1
1107,Dragon Ball Z: Budokai Tenkaichi,3,1.66,1
1108,Ms. Pac-Man,6,1.65,1
1109,Mario Party 6,4,1.65,1
1110,Super Scope 6,9,1.65,1
1111,Go Vacation,4,1.65,1
1112,Dragon Quest V: Tenkuu no Hanayome,8,1.65,1
1113,Army of Two,9,1.65,1
1114,Dragon Quest IV: Chapters of the Chosen,8,1.64,1
1115,Kirby & the Amazing Mirror,5,1.64,1
1116,LEGO Pirates of the Caribbean: The Video Game,1,1.64,1
1117,Dig Dug,6,1.64,1
1118,Tom Clancy's Rainbow Six,9,1.64,1
1119,Ghosts 'n Goblins,1,1.64,1
1120,Tiger Woods PGA Tour 2003,11,1.64,1
1121,NBA Live 06 (All region sales),11,1.64,1
1122,Prince of Persia: Warrior Within,1,1.64,1
1123,Kinectimals,10,1.64,1
1124,Until Dawn,2,1.64,1
1125,ESPN NFL 2K5,11,1.63,1
1126,Viva Pinata,10,1.63,1
1127,Pikmin,12,1.63,1
1128,Call of Duty: Black Ops,9,1.63,1
1129,Sonic Generations,5,1.63,1
1130,Tiger Woods PGA Tour 2004,11,1.63,1
1131,Ape Escape,5,1.63,1
1132,NBA 2K15,11,1.63,1
1133,NCAA Football 2005,11,1.62,1
1134,Just Cause 2,1,1.62,1
1135,Rock Band,4,1.62,1
1136,Tony Hawk's American Wasteland (Old all region sales),11,1.62,1
1137,Rage,9,1.62,1
1138,Mario Hoops 3 on 3,11,1.62,1
1139,Kirby Air Ride,7,1.62,1
1140,Sled Storm,7,1.62,1
1141,Pokemon Battle Revolution,8,1.61,1
1142,NFL Street 2,11,1.61,1
1143,Gears of War: Judgment,9,1.61,1
1144,Baseball,11,1.61,1
1145,Yu-Gi-Oh! Duel Monsters,12,1.61,1
1146,Super Mario Strikers,11,1.61,1
1147,Buzz! The Music Quiz,4,1.61,1
1148,SpongeBob's Atlantis SquarePantis,1,1.61,1
1149,Far Cry 4,9,1.61,1
1150,Dance Dance Revolution: Hottest Party 2,10,1.6,1
1151,Moshi Monsters: Moshling Zoo,4,1.6,1
1152,Dollar Dash,1,1.6,1
1153,Far Cry 2,1,1.6,1
1154,F-1 World Grand Prix,7,1.6,1
1155,River Raid,9,1.6,1
1156,Silent Hill,1,1.6,1
1157,Dragon Quest V: Hand of the Heavenly Bride,8,1.6,1
1158,No Man's Sky,1,1.6,1
1159,Sonic Heroes,5,1.6,1
1160,ESPN NBA 2K5,11,1.59,1
1161,Diablo,8,1.59,1
1162,The Legend of Zelda: Twilight Princess,1,1.59,1
1163,Soul Edge,3,1.59,1
1164,Devil May Cry 4,1,1.59,1
1165,Mario Bros.,5,1.59,1
1166,Pro Evolution Soccer 2008,11,1.59,1
1167,SoulCalibur IV,3,1.59,1
1168,LEGO Harry Potter: Years 1-4,1,1.59,1
1169,NASCAR 2000,7,1.59,1
1170,Wolfenstein: The New Order,9,1.58,1
1171,Carnival Games: Mini Golf,11,1.58,1
1172,Guitar Hero: On Tour Decades,4,1.58,1
1173,MySims Kingdom,10,1.58,1
1174,Jampack Summer 2K,4,1.58,1
1175,Need for Speed: Most Wanted,7,1.58,1
1176,Guitar Hero 5,4,1.58,1
1177,High School Musical 3: Senior Year,4,1.58,1
1178,Kingdom Hearts 3D: Dream Drop Distance,1,1.58,1
1179,Hannah Montana: Music Jam,1,1.58,1
1180,Pokemon Mystery Dungeon: Explorers of Sky,8,1.58,1
1181,Spyro 2: Season of Flame,5,1.58,1
1182,Pro Evolution Soccer 2010,11,1.57,1
1183,NCAA Football 2002,11,1.57,1
1184,Conflict: Desert Storm,9,1.57,1
1185,Mario Party 7,4,1.57,1
1186,Pro Evolution Soccer 2013,11,1.56,1
1187,Smuggler's Run,7,1.56,1
1188,Fight Night Round 3,3,1.56,1
1189,Donkey Kong Classics,5,1.56,1
1190,Twisted Metal,1,1.56,1
1191,Dark Souls III,8,1.56,1
1192,Final Fight,1,1.56,1
1193,Dragon Quest Monsters 2,8,1.56,1
1194,Pokemon Pinball: Ruby & Sapphire,4,1.56,1
1195,LEGO Marvel Super Heroes,1,1.56,1
1196,Mafia II,1,1.55,1
1197,Dishonored,1,1.55,1
1198,Stuntman,7,1.55,1
1199,Tom Clancy's Rainbow Six 3,9,1.55,1
1200,Active Life: Outdoor Challenge,11,1.55,1
1201,BioShock 2,9,1.55,1
1202,007: The World is not Enough,1,1.55,1
1203,Spider-Man 2: Enter: Electro,1,1.55,1
1204,Watch Dogs,1,1.55,1
1205,Star Wars: The Force Unleashed II,1,1.55,1
1206,Ni no Kuni: Wrath of the White Witch,8,1.55,1
1207,Command & Conquer: Tiberian Sun,12,1.55,1
1208,LEGO Battles: Ninjago,12,1.55,1
1209,Mario Party 10,4,1.55,1
1210,Dead Rising 3,1,1.54,1
1211,Resident Evil: The Umbrella Chronicles,1,1.54,1
1212,Fire Emblem Fates,8,1.54,1
1213,Dark Cloud,8,1.54,1
1214,Warcraft III: The Frozen Throne,12,1.54,1
1215,Tom Clancy's Ghost Recon Advanced Warfighter,9,1.54,1
1216,Disney Fairies: Tinker Bell,2,1.54,1
1217,MVP Baseball 2005,11,1.54,1
1218,Die Hard Trilogy,9,1.54,1
1219,Call of Duty: Black Ops II,9,1.53,1
1220,Fight Night Round 4,3,1.53,1
1221,MySims Kingdom,10,1.53,1
1222,The Simpsons Game,1,1.53,1
1223,Mortal Kombat 3,3,1.53,1
1224,NFL GameDay 99,11,1.53,1
1225,Call of Duty: Modern Warfare: Reflex Edition,9,1.53,1
1226,FIFA 17,11,1.53,1
1227,Mario Golf: Toadstool Tour,11,1.53,1
1228,Tiger Woods 99 PGA Tour Golf,11,1.53,1
1229,Donkey Kong Country: Tropical Freeze,5,1.52,1
1230,Dead Space 2,9,1.52,1
1231,Sonic Rivals 2,7,1.52,1
1232,Knockout Kings,3,1.52,1
1233,The Simpsons Skateboarding,11,1.52,1
1234,NASCAR 98,7,1.52,1
1235,F1 Race,7,1.52,1
1236,Xevious,9,1.52,1
1237,NASCAR 99,7,1.52,1
1238,NBA Live 2000,11,1.52,1
1239,Mafia II,1,1.52,1
1240,Call of Duty 3,9,1.52,1
1241,Super Monkey Ball 2,6,1.52,1
1242,Pac-Man World 2,1,1.51,1
1243,Madden NFL 15,11,1.51,1
1244,Sonic & Sega All-Stars Racing,7,1.51,1
1245,LEGO Star Wars III: The Clone Wars,1,1.51,1
1246,Football Manager 2012,11,1.51,1
1247,Puzzle & Dragons,8,1.51,1
1248,Mega Man 2,1,1.51,1
1249,Simpsons Wrestling,3,1.51,1
1250,NBA Live 98,11,1.51,1
1251,The Simpsons Game,1,1.51,1
1252,Monopoly,4,1.51,1
1253,SoulCalibur II,3,1.5,1
1254,Resistance 3,9,1.5,1
