name,platform,year,genre,publisher,na,eu,jp,other,global_sales,label
Resident Evil Director's Cut,16,1996,1,551,1.82,1.24,0.47,0.25,3.77,1
Ratchet & Clank: Size Matters,20,2007,5,464,1.4,1.4,0.1,0.87,3.77,1
Just Dance 2014,26,2013,4,532,1.98,1.47,0,0.32,3.76,1
The Sims: Unleashed,14,2002,10,139,2.03,1.56,0,0.17,3.76,1
Super Paper Mario,26,2007,5,368,1.98,0.88,0.59,0.32,3.76,1
Harry Potter and the Sorcerer's Stone,16,2001,1,139,1.37,2,0.14,0.22,3.73,1
The Witcher 3: Wild Hunt,19,2015,8,351,0.96,2,0.21,0.56,3.73,1
Resident Evil 3: Nemesis,16,1999,1,138,1.3,0.77,1.54,0.11,3.72,1
Spyro: Year of the Dragon,16,2000,5,464,1.93,1.58,0,0.19,3.71,1
FIFA Soccer 2005,17,2004,11,139,0.58,2.48,0.04,0.59,3.7,1
Pok̩mon Trading Card Game,6,1998,12,368,1.49,0.73,1.38,0.1,3.7,1
Battlefield 4,18,2013,9,139,1.3,1.51,0.27,0.61,3.69,1
MySims,5,2007,10,139,1.59,1.61,0.08,0.41,3.69,1
Friend Collection,5,2009,4,368,0,0,3.67,0,3.67,1
Tony Hawk's Pro Skater 4,17,2002,11,17,2.13,1.18,0.01,0.35,3.67,1
Midnight Club 3: DUB Edition,20,2005,7,498,1.65,1.22,0,0.79,3.66,1
Banjo-Kazooie,11,1998,5,368,1.87,1.13,0.55,0.1,3.65,1
SOCOM: U.S. Navy SEALs,17,2002,9,464,2.53,0.81,0.06,0.24,3.65,1
Guitar Hero: World Tour,26,2008,4,17,2.33,0.97,0,0.35,3.65,1
Gran Turismo 6,18,2013,7,464,0.71,1.8,0.4,0.74,3.64,1
Jak and Daxter: The Precursor Legacy,17,2001,5,464,2.08,1.09,0.15,0.33,3.64,1
Pokemon Snap,11,1999,10,368,2.23,0.68,0.66,0.06,3.63,1
FIFA Soccer 10,18,2009,11,139,0.6,2.46,0.05,0.52,3.63,1
Pro Evolution Soccer 2008,17,2007,11,282,0.05,0,0.64,2.93,3.63,1
Call of Duty: Ghosts,19,2013,9,17,1.78,1.42,0.05,0.38,3.63,1
Resident Evil 4,17,2005,1,82,2.08,0.83,0.46,0.25,3.62,1
Tom Clancy's The Division,19,2016,9,532,1.28,1.61,0.15,0.57,3.61,1
Star Wars: Battlefront,17,2004,9,296,1.93,1.22,0.03,0.44,3.61,1
Doom II: Hell on Earth,14,1994,9,551,2.05,1.4,0,0.16,3.61,1
The Simpsons: Road Rage,17,2001,7,139,2.02,1.17,0,0.42,3.61,1
Cooking Mama 2: Dinner With Friends,5,2007,10,7,1.61,1.5,0.1,0.39,3.61,1
Luigi's Mansion,8,2001,1,368,2.38,0.67,0.46,0.1,3.6,1
Star Wars: Battlefront II,17,2005,9,296,2.18,1.02,0.03,0.37,3.59,1
WWF SmackDown!,16,2000,3,514,2.01,1.35,0.06,0.16,3.58,1
Croc: Legend of the Gobbos,16,1997,5,168,1.57,1.79,0,0.2,3.56,1
Grand Theft Auto: Liberty City Stories,17,2006,1,498,1.56,1.4,0.07,0.5,3.54,1
The Getaway,17,2002,1,464,1.23,1.77,0.05,0.49,3.54,1
Tomb Raider III: Adventures of Lara Croft,16,1997,1,138,1.66,1.58,0.12,0.18,3.54,1
James Bond 007: Agent Under Fire,17,2001,9,139,1.9,1.13,0.1,0.41,3.53,1
LEGO Star Wars: The Video Game,17,2005,1,138,1.98,1.14,0.01,0.41,3.53,1
Battlefield 4,29,2013,9,139,2.14,1.08,0.02,0.29,3.53,1
FIFA Soccer 11,29,2010,11,139,0.71,2.4,0.02,0.4,3.53,1
Rugrats in Paris: The Movie,16,2000,1,514,1.96,1.33,0,0.23,3.52,1
Spyro 2: Ripto's Rage!,16,1999,5,464,2.14,1.21,0.01,0.17,3.52,1
Left 4 Dead,29,2008,9,139,2.66,0.5,0.05,0.3,3.52,1
Mario & Sonic at the Olympic Winter Games,5,2009,11,452,1.22,1.66,0.27,0.38,3.52,1
Resident Evil 5,29,2009,1,82,2.11,0.94,0.12,0.34,3.51,1
Donkey Kong Country 3: Dixie Kong's Double Trouble!,24,1996,5,368,1.17,0.5,1.75,0.08,3.51,1
Assassin's Creed: Brotherhood,29,2010,1,532,2.84,0.39,0.03,0.24,3.5,1
Kung Fu,12,1985,1,368,1.64,0.38,1.42,0.06,3.5,1
Batman: Arkham Asylum,29,2009,1,138,2.2,0.97,0.02,0.31,3.5,1
Clubhouse Games,5,2006,4,368,0.59,1.83,0.73,0.35,3.5,1
FIFA Soccer 2004,17,2005,11,139,0.59,2.36,0.04,0.51,3.49,1
Star Wars Battlefront (2015),31,2015,9,139,1.94,1.22,0.02,0.31,3.49,1
Battlefield: Bad Company 2,29,2010,9,139,2.09,1.02,0.04,0.32,3.48,1
Guitar Hero: On Tour,5,2008,4,17,2.11,1.01,0.01,0.35,3.48,1
Assassin's Creed: Unity,31,2014,1,532,2.26,0.89,0,0.3,3.46,1
Far Cry 3,18,2012,9,532,0.88,1.75,0.1,0.72,3.45,1
Monster Hunter 4,3,2013,8,82,0,0,3.44,0,3.44,1
Borderlands,29,2009,9,498,2.39,0.73,0.03,0.29,3.44,1
Tekken 4,17,2002,3,351,1.55,1.27,0.33,0.29,3.44,1
Battlefield 4,19,2013,9,139,1.34,1.54,0.17,0.38,3.43,1
LittleBigPlanet 2,18,2011,5,464,1.82,1.07,0.06,0.47,3.42,1
Grand Theft Auto 2,16,1998,1,498,1.13,2.07,0,0.22,3.42,1
Final Fantasy III,24,1994,8,475,0.86,0,2.55,0.02,3.42,1
Spider-Man 2,17,2004,1,17,1.75,1.2,0.02,0.43,3.41,1
F-1 Race,6,1990,7,368,1.73,0.69,0.59,0.4,3.41,1
FIFA Soccer 2003,17,2002,11,139,0.46,2.28,0.05,0.61,3.4,1
Crash Bash,16,2000,4,464,1.56,1.47,0.19,0.17,3.39,1
LEGO Batman: The Videogame,29,2008,1,558,2.03,1.03,0,0.32,3.38,1
Metal Gear Solid V: The Phantom Pain,19,2015,1,282,1.08,1.35,0.48,0.47,3.38,1
The Legend of Zelda: Spirit Tracks,5,2009,1,368,1.43,0.94,0.74,0.27,3.38,1
WWF War Zone,16,1998,3,13,2.47,0.76,0,0.13,3.36,1
The Legend of Zelda: Majora's Mask,11,2000,1,368,1.9,0.67,0.73,0.06,3.36,1
Professor Layton and the Unwound Future,5,2008,6,368,0.65,1.61,0.82,0.28,3.36,1
Rugrats: Search For Reptar,16,1998,2,514,1.63,1.53,0,0.18,3.34,1
Assassin's Creed IV: Black Flag,29,2013,1,532,1.9,1.14,0.01,0.29,3.34,1
English Training: Have Fun Improving Your Skills!,5,2006,4,368,0,0.99,2.32,0.02,3.33,1
James Bond 007: Nightfire,17,2002,9,139,1.45,1.29,0.12,0.46,3.33,1
Ratchet & Clank,17,2002,5,464,1.44,1.01,0.57,0.3,3.33,1
Mario Party 9,26,2012,4,368,1.15,1.17,0.76,0.24,3.32,1
Star Wars Episode III: Revenge of the Sith,17,2005,1,296,1.47,1.39,0.03,0.43,3.32,1
Max Payne,17,2001,9,498,1.99,1.05,0.05,0.22,3.31,1
The Lord of the Rings: The Return of the King,17,2003,1,139,1.5,1.28,0.05,0.46,3.28,1
Assassin's Creed Syndicate,19,2015,1,532,0.8,1.92,0.06,0.5,3.28,1
Destiny,31,2014,9,17,2.13,0.92,0,0.23,3.28,1
True Crime: Streets of LA,17,2003,1,17,1.89,1.05,0.02,0.31,3.27,1
Wii Music,26,2008,4,368,1.36,1.13,0.46,0.32,3.27,1
Gran Turismo (PSP),20,2009,7,464,0.5,1.59,0.31,0.87,3.27,1
Monster Hunter X,3,2015,1,82,0.25,0.19,2.78,0.04,3.26,1
Tekken,16,1995,3,464,0.95,1.3,0.77,0.22,3.24,1
FIFA 16,31,2015,11,139,0.88,2.11,0,0.23,3.23,1
L.A. Noire,18,2011,2,498,1.27,1.33,0.12,0.51,3.23,1
Madden NFL 16,19,2015,11,139,2.33,0.3,0,0.59,3.22,1
Yokai Watch 2 Ganso/Honke,3,2014,8,368,0.03,0,3.18,0,3.22,1
007: Tomorrow Never Dies,16,1999,9,139,1.72,1.33,0,0.16,3.21,1
Baseball,12,1983,11,368,0.73,0.1,2.35,0.02,3.2,1
Killer Instinct,24,1995,3,368,2.26,0.72,0.12,0.1,3.2,1
WWF SmackDown! 2: Know Your Role,16,2000,3,514,1.76,1.21,0.07,0.16,3.2,1
Crisis Core: Final Fantasy VII,20,2007,8,474,1.35,0.6,0.8,0.44,3.19,1
God of War: Chains of Olympus,20,2008,1,464,1.48,1.01,0.04,0.66,3.19,1
Dragon Quest VI: Maboroshi no Daichi,24,1995,8,145,0,0,3.19,0,3.19,1
Dance Central,29,2010,4,345,2.15,0.77,0.01,0.26,3.19,1
Enter the Matrix,17,2003,1,54,1.78,1.12,0.09,0.19,3.18,1
Super Mario Maker,27,2015,5,368,1.18,0.87,0.93,0.2,3.18,1
Fallout: New Vegas,18,2010,8,65,1.52,1.08,0.1,0.47,3.17,1
LEGO Batman: The Videogame,26,2009,1,558,1.86,1.02,0,0.29,3.17,1
Rhythm Heaven,5,2008,4,368,0.58,0.51,1.93,0.14,3.17,1
Ace Combat 04: Shattered Skies,17,2001,10,466,2.06,0.56,0.38,0.17,3.17,1
Club Penguin: Elite Penguin Force,5,2008,2,126,1.88,0.98,0,0.3,3.16,1
Animal Crossing,8,2001,10,368,1.92,0.16,0.99,0.09,3.15,1
LEGO Batman: The Videogame,5,2008,1,558,1.79,1.06,0,0.29,3.15,1
Sonic Rush,5,2005,5,452,1.22,1.57,0.06,0.29,3.15,1
Resident Evil 6,18,2012,9,82,0.88,0.97,0.88,0.42,3.15,1
Halo: The Master Chief Collection,31,2014,9,328,1.89,0.99,0.03,0.24,3.15,1
FIFA Soccer 08,17,2007,11,139,0.68,0,0,2.46,3.14,1
Spider-Man,16,2000,1,17,1.7,1.25,0.02,0.16,3.13,1
Need for Speed III: Hot Pursuit,16,1998,7,139,2.14,0.86,0,0.13,3.12,1
Star Wars Episode I Racer,11,1999,7,368,2.31,0.62,0.14,0.04,3.12,1
Personal Trainer: Cooking,5,2006,4,368,0.91,1,1.03,0.17,3.12,1
The Elder Scrolls IV: Oblivion,18,2007,8,532,1.69,0.87,0.14,0.42,3.12,1
Dragon Warrior IV,12,1990,8,145,0.08,0,3.03,0.01,3.12,1
Heavy Rain,18,2010,2,464,1.29,1.27,0.06,0.5,3.12,1
Mass Effect 2,29,2010,8,139,1.99,0.82,0.03,0.27,3.11,1
FIFA 15,29,2014,11,139,0.78,2.02,0,0.3,3.11,1
Dragon Ball Z: Budokai,17,2002,3,54,2.17,0.28,0.55,0.08,3.09,1
Madden NFL 2002,17,2001,11,139,2.5,0.16,0.01,0.42,3.08,1
World Class Track Meet,12,1986,11,351,1.92,0.45,0.64,0.07,3.08,1
Borderlands 2,29,2012,9,498,1.89,0.91,0.04,0.24,3.07,1
The Legend of Zelda: A Link Between Worlds,3,2013,1,368,1.4,0.99,0.46,0.22,3.07,1
Donkey Kong,6,1994,5,368,1.57,0.62,0.55,0.34,3.07,1
The Sims: Vacation,14,2002,10,139,1.72,1.21,0,0.14,3.07,1
Mass Effect 3,29,2012,8,139,1.94,0.86,0.03,0.24,3.07,1
Kung Fu Panda,29,2008,1,17,1.91,0.84,0,0.29,3.05,1
Far Cry 3,29,2012,9,532,1.38,1.35,0.02,0.28,3.04,1
Epic Mickey,26,2010,5,126,2.06,0.64,0.12,0.22,3.04,1
Saints Row 2,29,2008,1,514,1.94,0.8,0.02,0.27,3.03,1
Rayman,16,1995,5,532,1.54,1.33,0,0.16,3.03,1
Killzone 2,18,2009,9,464,1.4,1.07,0.08,0.47,3.02,1
Tom Clancy's Splinter Cell,30,2002,1,532,1.85,1.04,0,0.13,3.02,1
Mike Tyson's Punch-Out!!,12,1987,3,368,2.03,0.47,0.45,0.07,3.02,1
WWE SmackDown! Shut Your Mouth,17,2002,11,514,1.45,1.13,0.07,0.38,3.02,1
Gears of War: Ultimate Edition,31,2015,9,328,2.38,0.32,0,0.31,3,1
NBA 2K13,29,2012,11,498,2.6,0.21,0.01,0.19,3,1
Dragon Ball Z: Budokai Tenkaichi 3,17,2007,3,54,1.15,0,0.76,1.09,3,1
wwe Smackdown vs. Raw 2006,17,2005,3,999,1.57,1.02,0,0.41,3,1
Middle-Earth: Shadow of Mordor,19,2014,1,558,1.01,1.41,0.05,0.53,2.99,1
Star Fox,24,1993,9,368,1.61,0.51,0.8,0.07,2.99,1
The Sims: Livin Large,14,2000,4,139,1.67,1.18,0,0.13,2.99,1
World Soccer Winning Eleven 6 International,17,2002,11,282,0.12,1.26,1.16,0.45,2.99,1
Devil May Cry,17,2001,1,82,1.36,0.86,0.64,0.13,2.99,1
Animal Crossing: Happy Home Designer,3,2015,10,368,0.47,1,1.39,0.12,2.98,1
Battlefield: Bad Company 2,18,2010,9,139,1.33,1.12,0.08,0.45,2.97,1
The Sims 4,14,2014,10,139,0.96,1.72,0,0.29,2.97,1
Star Wars: The Old Republic,14,2011,8,139,1.58,1.01,0,0.38,2.97,1
Sonic Heroes,17,2003,5,452,1.04,1.37,0.06,0.49,2.96,1
Kirby Super Star Ultra,5,2008,5,368,1.57,0.04,1.19,0.15,2.96,1
Hitman 2: Silent Assassin,17,2002,1,138,1.36,1.15,0.04,0.41,2.96,1
Street Fighter IV,29,2009,3,82,1.82,0.71,0.15,0.26,2.95,1
Wave Race 64,11,1996,7,368,1.98,0.58,0.34,0.04,2.94,1
SOCOM II: U.S. Navy SEALs,17,2003,9,464,2.22,0.51,0.06,0.15,2.94,1
WWE SmackDown! vs. RAW 2006,17,2005,3,514,1.45,1.11,0.04,0.33,2.94,1
inFAMOUS,18,2009,1,464,1.76,0.69,0.12,0.37,2.94,1
Pac-Man Collection,7,2001,6,54,2.07,0.77,0.05,0.05,2.94,1
Mass Effect,29,2007,8,328,1.83,0.8,0.03,0.27,2.93,1
WarioWare: Smooth Moves,26,2006,6,368,0.87,1.06,0.73,0.26,2.92,1
Cooking Mama: Cook Off,26,2007,10,7,1.43,1.13,0.05,0.3,2.91,1
Super Mario World 2: Yoshi's Island,7,2002,5,368,1.75,0.45,0.62,0.09,2.91,1
FIFA 14,19,2013,11,139,0.61,1.85,0.11,0.33,2.9,1
Titanfall,31,2014,9,139,1.84,0.8,0.04,0.22,2.9,1
Sonic Mega Collection Plus,17,2004,4,452,1.54,1.14,0,0.22,2.9,1
Sega Superstars Tennis,29,2008,11,452,1.75,0.86,0,0.28,2.9,1
World Soccer Winning Eleven 7 International,17,2003,11,282,0.08,1.24,1.13,0.45,2.9,1
Need for Speed: Most Wanted,18,2012,7,139,0.71,1.51,0.06,0.61,2.89,1
Hot Shots Golf 3,17,2001,11,464,0.99,0.32,1.38,0.2,2.89,1
Call of Duty: Finest Hour,17,2004,9,17,1.51,1.12,0.01,0.24,2.89,1
Zumba Fitness 2,26,2011,11,300,1.54,1.07,0,0.28,2.88,1
Syphon Filter,16,1999,9,464,2.03,0.72,0.02,0.11,2.88,1
Imagine: Babyz,5,2007,10,532,1.3,1.27,0,0.31,2.88,1
Colin McRae Rally,16,1998,7,91,0.09,2.43,0.12,0.22,2.87,1
Call of Duty: Ghosts,31,2013,9,17,1.87,0.77,0,0.22,2.86,1
Madden NFL 13,29,2012,11,139,2.53,0.16,0,0.17,2.86,1
The Elder Scrolls III: Morrowind,30,2002,8,532,2.09,0.63,0.03,0.11,2.86,1
Mortal Kombat,18,2011,3,558,1.98,0.55,0,0.32,2.85,1
F-Zero,24,1990,7,368,1.37,0.51,0.89,0.07,2.85,1
Yoshi's Story,11,1997,5,368,1.29,0.53,0.98,0.05,2.85,1
Command & Conquer: Red Alert,14,1996,12,551,1.37,1.34,0,0.14,2.85,1
Skylanders: Spyro's Adventure,26,2011,1,17,1.4,1.14,0,0.31,2.85,1
FIFA 16,18,2015,11,139,0.4,1.98,0.05,0.42,2.85,1
Assassin's Creed: Brotherhood,18,2010,1,532,1.87,0.57,0.11,0.3,2.84,1
BioShock,29,2007,9,498,1.65,0.86,0.05,0.28,2.83,1
Madden NFL 10,29,2009,11,139,2.52,0.09,0,0.22,2.83,1
Medal of Honor,18,2010,9,139,1.28,1.05,0.07,0.43,2.83,1
WWE SmackDown! vs. Raw,17,2002,3,514,1.32,1.08,0.04,0.39,2.83,1
Metroid Prime,8,2002,9,368,1.96,0.67,0.1,0.09,2.82,1
Finding Nemo,7,2003,1,514,1.59,1.05,0.04,0.14,2.82,1
Myst,14,1994,2,432,0.02,2.79,0,0,2.81,1
Need for Speed: Hot Pursuit,18,2010,7,139,1.05,1.25,0.03,0.48,2.81,1
Imagine: Fashion Designer,5,2007,10,532,1.32,1.19,0,0.3,2.81,1
WWE SmackDown! Here Comes the Pain,17,2003,3,514,1.32,1.06,0.04,0.38,2.8,1
Star Wars: The Force Unleashed,29,2008,1,296,1.74,0.8,0,0.26,2.8,1
Yoshi's Island DS,5,2006,5,368,1.47,0.07,1.1,0.15,2.8,1
Hot Shots Golf,16,1997,11,464,0.29,0.2,2.13,0.18,2.79,1
Killzone 3,18,2011,9,464,1.45,0.88,0.09,0.38,2.79,1
A Bug's Life,16,1998,5,464,1.96,0.72,0,0.11,2.79,1
WWF SmackDown! Just Bring It,17,2001,3,514,1.19,1.15,0.04,0.41,2.79,1
Dragon Quest V: Tenkuu no Hanayome,24,1992,8,145,0,0,2.78,0.01,2.79,1
Mortal Kombat Trilogy,16,1996,3,209,1.98,0.7,0,0.11,2.79,1
Battlefield 3,14,2011,9,139,0.89,1.43,0,0.48,2.79,1
NBA Street,17,2001,11,139,2.19,0.22,0,0.38,2.79,1
Professor Layton and the Last Specter,5,2009,6,368,0.3,1.47,0.68,0.34,2.79,1
Monster Hunter Tri,3,2011,8,368,0.46,0.29,1.96,0.07,2.79,1
Jak II,17,2003,5,464,1.68,0.74,0,0.36,2.78,1
inFAMOUS: Second Son,19,2014,1,464,1.27,0.97,0.07,0.47,2.78,1
Ratchet & Clank: Going Commando,17,2003,5,464,1.44,0.83,0.26,0.25,2.78,1
Tekken 6,18,2009,3,351,1.2,0.98,0.17,0.43,2.78,1
The Sims,17,2003,10,139,1.41,1.12,0,0.24,2.77,1
Sonic and the Secret Rings,26,2007,5,452,1.24,1.2,0.04,0.3,2.77,1
Saints Row: The Third,29,2011,1,514,1.25,1.15,0.07,0.3,2.77,1
Missile Command,1,1980,9,54,2.56,0.17,0,0.03,2.76,1
Mario Paint,24,1992,4,368,1.43,0.54,0.71,0.07,2.75,1
Assassin's Creed IV: Black Flag,19,2013,1,532,1.07,1.31,0.06,0.31,2.74,1
Pok̩mon Stadium 2,11,2000,12,368,1.02,0.36,1.13,0.23,2.73,1
Metroid,12,1986,1,368,1.33,0.31,1.04,0.05,2.73,1
L.A. Noire,29,2011,2,498,1.52,0.94,0.02,0.24,2.72,1
Call of Duty 3,29,2006,9,17,1.49,0.93,0.02,0.27,2.71,1
The Legend of Zelda: A Link to the Past,7,2002,1,368,1.75,0.52,0.33,0.1,2.7,1
Onimusha: Warlords,17,2001,1,551,0.99,0.48,1.09,0.14,2.7,1
Mortal Kombat X,19,2015,3,558,1.47,0.76,0,0.47,2.7,1
Mario Party,11,1998,4,368,1.25,0.53,0.87,0.05,2.7,1
Madden NFL 12,29,2011,11,139,2.42,0.11,0,0.16,2.69,1
LEGO Star Wars II: The Original Trilogy,17,2006,1,296,1.85,0.64,0.01,0.19,2.69,1
Madden NFL 11,29,2010,11,139,2.38,0.12,0,0.18,2.69,1
Mario vs. Donkey Kong: Mini-Land Mayhem!,5,2010,6,368,1.63,0.52,0.35,0.18,2.69,1
Skate 3,29,2010,11,139,1.46,0.98,0,0.24,2.68,1
Burnout 3: Takedown,17,2004,7,139,1.23,1.11,0,0.34,2.68,1
Yokai Watch 2 Shinuchi,3,2014,8,288,0,0,2.68,0,2.68,1
Need for Speed: Shift,18,2009,7,139,0.69,1.41,0.04,0.53,2.68,1
Final Fantasy XIII-2,18,2011,8,474,0.78,0.75,0.89,0.26,2.68,1
Mortal Kombat,9,1992,3,37,1.95,0.63,0,0.09,2.67,1
Call Of Duty 2: Big Red One,17,2005,9,17,1.48,0.92,0.01,0.26,2.67,1
Guitar Hero: World Tour,29,2008,4,17,1.78,0.64,0,0.25,2.67,1
Medal of Honor,16,1998,9,139,1.44,1.09,0,0.14,2.67,1
Fable,30,2004,8,328,1.99,0.58,0,0.09,2.66,1
Hannah Montana,5,2006,1,126,1.59,0.8,0,0.26,2.65,1
Tom Clancy's Splinter Cell,17,2003,1,532,1.15,1.11,0,0.4,2.65,1
Skylanders Giants,26,2012,1,17,1.56,0.88,0,0.22,2.65,1
Medal of Honor Heroes,20,2006,9,139,0.86,1.11,0.01,0.66,2.65,1
Super Mario Bros.: The Lost Levels,12,1986,5,368,0,0,2.65,0,2.65,1
Star Wars: Shadows of the Empire,11,1996,1,368,2,0.5,0.12,0.03,2.65,1
LEGO Star Wars: The Complete Saga,29,2007,1,296,1.53,0.87,0,0.24,2.64,1
Midnight Club: Street Racing,17,2000,7,498,2,0.47,0.02,0.14,2.63,1
Pac-Man: Adventures in Time,20,2006,3,464,0.76,1.1,0.12,0.65,2.63,1
Halo Wars,29,2009,12,328,1.53,0.82,0.04,0.24,2.63,1
God of War Collection,18,2009,1,464,1.7,0.46,0.06,0.41,2.63,1
ESPN NFL 2K5,17,2004,11,452,2.15,0.12,0,0.36,2.62,1
Mario Strikers Charged,26,2007,11,368,1.07,1.06,0.24,0.25,2.62,1
Medal of Honor,29,2010,9,139,1.55,0.81,0.04,0.21,2.62,1
FIFA Soccer 10,29,2009,11,139,0.59,1.79,0.01,0.23,2.62,1
NBA 2K12,29,2011,11,498,2.31,0.14,0.01,0.16,2.62,1
Style Savvy,5,2008,10,368,0.63,0.84,0.96,0.19,2.61,1
Harry Potter and the Chamber of Secrets,17,2002,1,139,0.9,1.22,0.04,0.44,2.61,1
Super Mario All-Stars: Limited Edition,26,2010,5,368,1.02,0.52,0.92,0.14,2.6,1
Streets of Rage,9,1990,1,452,1.86,0.55,0.11,0.08,2.6,1
FIFA Soccer 09,18,2008,11,139,0.48,1.63,0.04,0.43,2.59,1
Ratchet & Clank Future: Tools of Destruction,18,2007,5,464,0.93,1.12,0.08,0.45,2.59,1
NBA Live 2005,17,2004,11,139,2.03,0.21,0,0.35,2.59,1
LittleBigPlanet,20,2009,5,464,0.64,1.24,0.01,0.69,2.58,1
Killzone: Shadow Fall,19,2013,9,464,0.89,1.33,0.07,0.28,2.58,1
Ghostbusters: The Video Game (DS Version),29,2009,1,498,1.04,1.24,0.03,0.27,2.58,1
Monster Hunter Freedom 2,20,2007,8,82,0.37,0.27,1.75,0.18,2.58,1
WWE SmackDown vs. RAW 2007,17,2006,3,514,1.4,0.88,0.03,0.26,2.58,1
Ratchet & Clank: Up Your Arsenal,17,2004,5,464,1.31,0.74,0.31,0.22,2.57,1
Art Academy,5,2010,4,368,0.28,1.68,0.33,0.28,2.57,1
Dragon Age: Origins,29,2009,8,139,1.76,0.56,0.03,0.22,2.57,1
Madden NFL 08,17,2007,11,139,2.14,0.08,0,0.35,2.57,1
Sonic Adventure 2 Battle,8,2001,5,452,1.7,0.59,0.21,0.07,2.56,1
Dragon Warrior II,12,1987,8,145,0.15,0,2.41,0,2.56,1
Madden NFL 13,18,2012,11,139,2.11,0.23,0,0.22,2.56,1
Pok̩mon Colosseum,8,2003,8,368,1.21,0.57,0.7,0.07,2.54,1
Deca Sports,26,2008,11,282,1.13,0.87,0.29,0.25,2.54,1
Madden NFL 09,29,2008,11,139,2.21,0.12,0,0.2,2.54,1
Space Invaders,1,1982,9,54,2.36,0.14,0,0.03,2.53,1
Crazy Taxi,17,2001,7,13,1.13,1.12,0.06,0.22,2.52,1
Perfect Dark,11,2000,1,368,1.55,0.75,0.16,0.06,2.52,1
Game Party,26,2007,4,330,1.5,0.78,0,0.24,2.52,1
Dragon Warrior,12,1986,8,82,0.49,0,0.52,1.51,2.52,1
Tomb Raider (2013),18,2013,1,474,0.6,1.31,0.08,0.52,2.51,1
Marvel: Ultimate Alliance,29,2006,8,17,2.29,0.02,0,0.19,2.5,1
PES 2009: Pro Evolution Soccer,17,2008,11,282,0.13,0.07,0.26,2.05,2.5,1
Mario Party 2,11,1999,4,368,1.28,0.14,1.08,0.01,2.5,1
Saints Row: The Third,18,2011,1,514,0.86,1.06,0.18,0.39,2.49,1
Rockstar Games Double Pack: Grand Theft Auto III & Grand Theft Auto Vice City,30,2003,1,498,1.84,0.56,0,0.09,2.49,1
LEGO Harry Potter: Years 1-4,26,2010,1,558,1.29,0.97,0,0.23,2.49,1
Mortal Kombat: Deadly Alliance,17,2002,3,330,1.81,0.52,0,0.15,2.49,1
Resistance 2,18,2008,9,464,1.15,0.85,0.1,0.39,2.48,1
Pure,29,2008,7,126,1.38,0.85,0,0.25,2.48,1
Tomb Raider: The Last Revelation,16,1998,1,138,1.15,1.14,0.06,0.13,2.48,1
NBA 2K13,18,2012,11,498,1.72,0.44,0.05,0.27,2.48,1
Rock Band,29,2010,4,139,1.93,0.34,0,0.21,2.48,1
NBA 2K14,29,2013,11,498,2.1,0.2,0,0.17,2.47,1
Mario Party 4,8,2002,4,368,1.13,0.36,0.92,0.07,2.47,1
uDraw Studio,26,2010,4,514,1.67,0.58,0,0.2,2.46,1
Midnight Club: Los Angeles,18,2008,7,498,1.55,0.54,0.05,0.31,2.45,1
Final Fantasy V,24,1992,8,475,0,0,2.43,0.02,2.45,1
Final Fantasy Tactics,16,1997,8,475,0.93,0.12,1.34,0.06,2.45,1
Twisted Metal 2,16,1996,7,464,2.12,0.25,0,0.07,2.44,1
Halo: Combat Evolved Anniversary,29,2011,9,328,1.44,0.73,0.04,0.22,2.44,1
Need for Speed Carbon: Own the City,20,2006,7,139,0.87,0.98,0,0.59,2.44,1
The Sims: Bustin' Out,17,2003,10,139,1.07,1.19,0,0.18,2.43,1
Riven: The Sequel to Myst,14,1997,2,432,1.52,0.82,0,0.1,2.43,1
Tom Clancy's Rainbow Six: Vegas 2,29,2008,9,532,1.56,0.61,0.02,0.23,2.42,1
Sonic Adventure,4,1998,5,452,1.26,0.61,0.46,0.08,2.42,1
Ice Hockey,12,1988,11,368,1.27,0.32,0.78,0.05,2.42,1
pro evolution soccer 2011,18,2010,11,282,0.29,1.18,0.54,0.41,2.42,1
Dragon Ball Z: Budokai 2,17,2003,3,54,1.63,0.22,0.51,0.06,2.41,1
ATV Offroad Fury,17,2001,7,464,2.07,0.26,0,0.08,2.41,1
Dino Crisis,16,1998,1,82,0.81,0.76,0.7,0.14,2.41,1
Minecraft,31,2014,4,328,1.43,0.76,0,0.22,2.41,1
Need for Speed: ProStreet,17,2007,7,139,0.69,0,0.04,1.68,2.41,1
Madden NFL 16,31,2015,11,139,2.07,0.08,0,0.26,2.4,1
Tetris Plus,16,1996,6,267,2.1,0.24,0,0.07,2.4,1
Pro Wrestling,12,1987,3,368,0.77,0.18,1.42,0.03,2.4,1
Theme Hospital,14,1997,12,139,2.3,0.1,0,0,2.4,1
Frogger's Adventures: Temple of the Frog,7,2003,2,282,2.15,0.18,0,0.07,2.39,1
Need for Speed (2015),19,2015,7,139,0.49,1.49,0.05,0.36,2.39,1
Zumba Fitness,29,2010,11,7,1.74,0.48,0,0.18,2.39,1
LEGO Indiana Jones: The Original Adventures,26,2009,1,296,1.54,0.63,0,0.22,2.39,1
Monopoly,14,1994,4,217,1.49,0.81,0,0.1,2.39,1
Batman: Arkham Origins,18,2013,1,558,1.07,0.87,0.04,0.4,2.39,1
Dead Island,29,2011,1,119,1.48,0.71,0,0.2,2.39,1
